ID,Brand,Name,ScreenSize,CPU,RAM,HardDisk,DefaultPrice,SalePrice,Link,Website
1,HP,HP Pavilion 15 EG0507TU 46M06PA,15.6,Intel Core i5,8GB,SSD: 256GB,17990000,17190000,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0507tu-46m06pa.html,CellphoneS
2,MSI,MSI Modern 14 B5M 204VN,14,AMD Ryzen 5,8GB,SSD: 512GB,17990000,14990000,https://cellphones.com.vn/laptop-msi-modern-14-b5m-204vn.html,CellphoneS
3,Apple,Apple MacBook Pro 13 Touch Bar M1 16GB 256GB 2020 I Chính hãng Apple Vi<U+1EC7>t Nam ,13.3,Apple M1,16GB,SSD: 256GB,42990000,37500000,https://cellphones.com.vn/macbook-pro-2020-13-inch-touch-bar-m1-16gb.html,CellphoneS
4,Asus,Laptop Asus Zenbook UX482EA KA397W,14,Intel Core i5,8GB,SSD: 512GB,32990000,29990000,https://cellphones.com.vn/laptop-asus-zenbook-ux482ea-ka397w.html,CellphoneS
5,MSI,Laptop MSI Modern 15 A5M 238VN,15.6,AMD Ryzen 5,8GB,SSD: 512GB,18990000,15990000,https://cellphones.com.vn/laptop-msi-modern-15-a5m-238vn.html,CellphoneS
6,Fujitsu,Laptop Fujitsu UH X 9U13A2 4ZR1G97610,13.3,Intel Core i7,16GB,SSD: 1TB,35990000,29990000,https://cellphones.com.vn/laptop-fujitsu-uh-x-9u13a2-4zr1g97610.html,CellphoneS
7,Apple,iMac 24 2021 M1 7GPU 8GB 256GB I Chính hãng Apple Vi<U+1EC7>t Nam,24,Apple M1,8GB,SSD: 256GB,34990000,32000000,https://cellphones.com.vn/imac-2021.html,CellphoneS
8,Asus,Laptop ASUS ZenBook Flip UX363EA,13.3,Intel Core i5,8GB,SSD: 512GB,27990000,23990000,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp726w.html,CellphoneS
9,Apple,Apple MacBook Air M1 16GB 256GB 2020 I Chính hãng Apple Vi<U+1EC7>t Nam ,13.3,Apple M1,16GB,SSD: 256GB,33990000,29500000,https://cellphones.com.vn/macbook-air-2020-m1-16gb.html,CellphoneS
10,Asus,Laptop ASUS TUF Dash F15 FX516PC-HN001T,15.6,Intel Core i7,8GB,SSD: 512GB,28990000,23490000,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn001t.html,CellphoneS
11,MSI,Laptop Gaming MSI Bravo 15 B5DD 276VN,15.6,AMD Ryzen 5,8GB,SSD: 512GB,22490000,17390000,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b5dd-276vn.html,CellphoneS
12,Asus,Laptop ASUS TUF Gaming F15 FX506HCB-HN1138W,15.6,Intel Core i5,8GB,SSD: 512GB,25990000,22990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hcb-hn1138w.html,CellphoneS
13,Asus,Laptop Asus Vivobook A415EA EB1474W,14,Intel Core i5,8GB,SSD: 512GB,18790000,16490000,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb1474w.html,CellphoneS
14,Dell,Laptop Intel Evo Dell Inspiron 7000,13.3,Intel Core i5,8GB,SSD: 512GB,24990000,21990000,https://cellphones.com.vn/laptop-dell-inspiron-7000-i7306-5934slv.html,CellphoneS
15,Asus,Laptop Asus Zenbook UX425EA-KI883W,14,Intel Core i5,8GB,SSD: 512GB,23990000,21290000,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki883w.html,CellphoneS
16,HP,Laptop HP Pavilion 15-EG0505TU 46M02PA,15.6,Intel Core i5,8GB,SSD: 512GB,18990000,18290000,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0505tu-46m02pa.html,CellphoneS
17,Asus,Laptop Asus Flip BR1100FKA-BP1088W,11.6,Intel Celeron,4GB,eMMC: 128GB,10290000,8590000,https://cellphones.com.vn/laptop-asus-flip-br1100fka-bp1088w.html,CellphoneS
18,Huawei,Laptop Huawei Matebook D15,15.6,Intel Core i5,8GB,SSD: 512GB,19990000,17990000,https://cellphones.com.vn/laptop-huawei-matebook-d15.html,CellphoneS
19,Lenovo,Laptop Lenovo Thinkbook 16P G2 ACH 20YM003JVN,16,AMD Ryzen 5,16GB,SSD: 512GB,39600000,33990000,https://cellphones.com.vn/laptop-lenovo-thinkbook-16p-g2-ach-20ym003jvn.html,CellphoneS
20,Apple,Macbook Pro 16 M1 Max 10 CPU - 32 GPU 32GB 1TB 2021 | Chính hãng Apple Vi<U+1EC7>t Nam,16.2,Apple M1 Max,32GB,SSD: 512GB,92990000,92990000,https://cellphones.com.vn/macbook-pro-16-inch-2021-m1-max.html,CellphoneS
21,Microsoft,Surface Laptop Go Core i5 / 8GB / 128 GB / 12.4 inch Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,12.4,Intel Core i5,8GB,SSD: 128GB,23990000,17490000,https://cellphones.com.vn/surface-laptop-go.html,CellphoneS
22,Dell,Laptop Dell Gaming G5 5510,15.6,Intel Core i5,8GB,SSD: 256GB,23990000,20490000,https://cellphones.com.vn/laptop-dell-gaming-g5-5510.html,CellphoneS
23,Lenovo,Laptop Lenovo Idepad 5 Pro 16ACH6 82L50095VN,16,AMD Ryzen 5,8GB,SSD: 512GB,24990000,22890000,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16ach6-82l50095vn.html,CellphoneS
24,HP,Laptop HP Gaming Victus 16-E0177AX 4R0U9PA,16.1,AMD Ryzen 5,8GB,SSD: 512GB,22990000,20790000,https://cellphones.com.vn/laptop-hp-victus-16-e0177ax-4r0u9pa.html,CellphoneS
25,Lenovo,Laptop Lenovo Ideapad 5 PRO 14ACN6 82L700MAVN,14,AMD Ryzen 7,16GB,SSD: 512GB,23990000,22490000,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-14acn6-82l700mavn.html,CellphoneS
26,Asus,Laptop ASUS ZenBook UX325EA-KG363T,13.3,Intel Core i5,8GB,SSD: 512GB,25290000,21690000,https://cellphones.com.vn/laptop-asus-zenbook-ux325ea-kg363t.html,CellphoneS
27,Asus,Laptop Asus Vivobook x415EA EB640,14,Intel Core i5,4GB,SSD: 512GB,16990000,15190000,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb640w.html,CellphoneS
28,MSI,Laptop MSI Gaming GF65 THIN 10UE-286VN ,15.6,Intel Core i5,16GB,SSD: 512GB,29490000,25490000,https://cellphones.com.vn/laptop-msi-gaming-gf65-thin-10ue-286vn.html,CellphoneS
29,Dell,Laptop Dell Inspiron 14 7415 ,14,AMD Ryzen 5,8GB,SSD: 512GB,20990000,19290000,https://cellphones.com.vn/laptop-dell-inspiron-14-7415.html,CellphoneS
30,Lenovo,Laptop Lenovo ideapad 5 15ITL05,15.6,Intel Core i5,8GB,SSD: 256GB,18990000,16490000,https://cellphones.com.vn/laptop-lenovo-ideapad-5-15itl05-82fg01h8vn.html,CellphoneS
31,Acer,Laptop Gaming Acer Nitro 5 Eagle AN515-57-720A NH.QEQSV.004,15.6,Intel Core i7,8GB,SSD: 512GB,30490000,27290000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-eagle-an515-57-720a.html,CellphoneS
32,Asus,Laptop Asus Vivobook Pro M3401QA KM006W,14,AMD Ryzen 5,8GB,SSD: 512GB,20990000,18590000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km006w.html,CellphoneS
33,Lenovo,Laptop Lenovo Legion 5 Pro LE16ITH6H 82JD00BCVN,16,Intel Core i7,16GB,SSD: 512GB,46990000,39990000,https://cellphones.com.vn/laptop-lenovo-legion-5-pro-16ith6h-82jd00bcvn.html,CellphoneS
34,Apple,Apple MacBook Pro 13 Touch Bar M1 16GB 512GB 2020 I Chính hãng Apple Vi<U+1EC7>t Nam ,13.3,Apple M1,16GB,SSD: 512GB,46990000,42000000,https://cellphones.com.vn/macbook-pro-2020-13-inch-touch-bar-m1-16gb-512gb.html,CellphoneS
35,Microsoft,Surface Pro 7 Plus Core i5 / 8GB / 128GB Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,12.3,Intel Core i5,8GB,SSD: 128GB,31590000,22590000,https://cellphones.com.vn/surface-pro-7-plus.html,CellphoneS
36,MSI,Laptop MSI Gaming GF63 10SC 812VN,15.6,Intel Core i7,8GB,SSD: 512GB,22990000,20390000,https://cellphones.com.vn/laptop-msi-gaming-gf63-10sc-812vn.html,CellphoneS
37,Microsoft,Surface Pro 8 Core i5 / 8GB / 128GB Nh<U+1EAD>p kh<U+1EA9>u chính hãng,13,Intel Core i5,8GB,SSD: 128GB,35990000,26990000,https://cellphones.com.vn/surface-pro-8.html,CellphoneS
38,Asus,Laptop Asus Vivobook X515EA EJ1046W,15.6,Intel Core i5,8GB,SSD: 512GB,17690000,15790000,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej1046w.html,CellphoneS
39,Lenovo,Laptop Lenovo ThinkBook 15 G3 ACL 21A400CHVN,15.6,AMD Ryzen 3,8GB,SSD: 512GB,15590000,13790000,https://cellphones.com.vn/laptop-lenovo-thinkbook-15-g3-acl-21a400chvn.html,CellphoneS
40,Asus,Laptop Asus Zenbook UX425EA-KI839W ,14,Intel Core i5,8GB,SSD: 512GB,23990000,21290000,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki839w.html,CellphoneS
41,Acer,Laptop Gaming Acer Nitro 5 AN515-45-R86D NH.QBCSV.005,15.6,AMD Ryzen 7,8GB,SSD: 512GB,33990000,31390000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-45-r86d.html,CellphoneS
42,Microsoft,Surface Pro 7 Core i3 / 4GB / 128GB Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,12.3,Intel Core i3,4GB,SSD: 512GB,18990000,15990000,https://cellphones.com.vn/surface-laptop-pro-7-core-i3-ram-4gb-ssd-128gb-12-3inch.html,CellphoneS
43,Dell,Laptop Dell Inspirion 15 3000 I3511 5101BLK,15.6,Intel Core i5,8GB,SSD: 256GB,19990000,16990000,https://cellphones.com.vn/laptop-dell-inspiron-15-3000-i3511-5101blk.html,CellphoneS
44,Asus,Laptop ASUS VivoBook A515EA-L12033W,15.6,Intel Core i5,8GB,SSD: 512GB,19990000,18490000,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-l12033w.html,CellphoneS
45,Asus,Laptop ASUS TUF Dash F15 FX517ZC,15.6,Intel Core i5,8GB,SSD: 1TB,27990000,25990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx517zc-hn077w.html,CellphoneS
46,Acer,Laptop Acer Aspire 5 A514-54-59QK NX.A2ASV.008,14,Intel Core i5,8GB,SSD: 512GB,18490000,15790000,https://cellphones.com.vn/laptop-acer-aspire-5-a514-54-59qk.html,CellphoneS
47,Acer,Laptop Gaming Acer Nitro 5 Eagle AN515-57-54MV NH.QENSV.003,15.6,Intel Core i5,8GB,SSD: 512GB,26490000,23290000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-eagle-an515-57-54mv.html,CellphoneS
48,LG,Laptop LG Gram 2021 14ZD90P-G.AX51A5 14 inch,14,Intel Core i5,8GB,SSD: 256GB,34900000,29990000,https://cellphones.com.vn/laptop-lg-gram-2021-i5-ram-8gb-ssd-256gb-free-os.html,CellphoneS
49,Lenovo,Laptop Lenovo Legion 5 15ITH6H 82JH002WVN,15.6,Intel Core i7,16GB,SSD: 512GB,42490000,36290000,https://cellphones.com.vn/laptop-lenovo-legion-5-15ith6h-82jh002wvn.html,CellphoneS
50,HP,Laptop HP Envy 13-BA1537TU 4U6P0PA ,13.3,Intel Core i5,8GB,SSD: 256GB,23990000,20390000,https://cellphones.com.vn/laptop-hp-envy-13-ba1537tu-4u6p0pa.html,CellphoneS
51,Asus,Laptop Asus Rog Strix G15 G513IM HN008W,15.6,AMD Ryzen 7,16GB,SSD: 512GB,34990000,31190000,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513im-hn008w.html,CellphoneS
52,Lenovo,Laptop Lenovo Thinkbook 15 G2 ITL,15.6,Intel Core i5,8GB,SSD: 512GB,20590000,17990000,https://cellphones.com.vn/laptop-lenovo-thinkbook-15-g2-itl-20ve00usvn.html,CellphoneS
53,Acer,Laptop Acer Aspire 3 A315-56-37DV NX.HS5SV.001,15.6,Intel Core i3,4GB,SSD: 256GB,12990000,11290000,https://cellphones.com.vn/laptop-acer-aspire-3-a315-56-37dv.html,CellphoneS
54,Asus,Laptop Asus Vivobook Pro M3500QC L1388W,15.6,AMD Ryzen 5,16GB,SSD: 512GB,27590000,25590000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1388w.html,CellphoneS
55,Asus,Laptop Asus Zenbook 14X UM5401QA KN209W,14,AMD Ryzen 5,8GB,SSD: 512GB,27990000,24090000,https://cellphones.com.vn/laptop-asus-zenbook-14x-um5401qa-kn209w.html,CellphoneS
56,Asus,Laptop Asus Vivobook Flip 14 TP470EA EC346W,14,Intel Core i3,4GB,SSD: 512GB,16590000,14790000,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea-ec346w.html,CellphoneS
57,Apple,Macbook Pro 14 M1 Pro 10 CPU - 16 GPU 16GB 1TB 2021 | Chính hãng Apple Vi<U+1EC7>t Nam,14.2,Apple M1 Pro,16GB,SSD: 512GB,65990000,64000000,https://cellphones.com.vn/macbook-pro-14-inch-2021-1tb.html,CellphoneS
58,Lenovo,Laptop Lenovo Ideapad 3 81WH,14,Intel Pentium,4GB,SSD: 128GB,11990000,9790000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81wh-pent.html,CellphoneS
59,MSI,Laptop MSI GP66 Leopard 11UE-643VN,15.6,Intel Core i7,16GB,SSD: 1TB,44990000,38790000,https://cellphones.com.vn/laptop-msi-gp66-leopard-11ue-643vn.html,CellphoneS
60,Dell,Laptop Dell Gaming G15 5511,15.6,Intel Core i5,8GB,SSD: 256GB,27990000,24590000,https://cellphones.com.vn/laptop-dell-gaming-g15-5511.html,CellphoneS
61,Lenovo,Laptop Lenovo ideapad 3 15ITL6 82H800M5VN,14,Intel Core i3,8GB,SSD: 256GB,13990000,12290000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h800m5vn.html,CellphoneS
62,Asus,Laptop ASUS Gaming ROG Strix G17 G713RM-LL016W,17.3,AMD Ryzen 7,16GB,SSD: 512GB,46990000,43990000,https://cellphones.com.vn/laptop-asus-rog-strix-g17-g713rm-ll016w.html,CellphoneS
63,Asus,Laptop ASUS VivoBook A515EP-BQ498T,15.6,Intel Core i5,8GB,SSD: 512GB,20090000,18590000,https://cellphones.com.vn/laptop-asus-vivobook-a515ep-bq498t.html,CellphoneS
64,Asus,Laptop Asus TUF Gaming F15 FX506HC-HN002T,15.6,Intel Core i5,8GB,SSD: 512GB,25990000,24390000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hc-hn002t.html,CellphoneS
65,Microsoft,Surface Laptop 4 Ryzen 5 / 8GB / 256 GB / 13.5 inches Chính Hãng,13.5,AMD Ryzen 5,8GB,SSD: 256GB,29990000,26690000,https://cellphones.com.vn/surface-laptop-4.html,CellphoneS
66,MSI,Laptop MSI Modern 15 A10MU-667VN,15.6,Intel Core i5,8GB,SSD: 512GB,18490000,16990000,https://cellphones.com.vn/laptop-msi-modern-15-a10mu-667vn.html,CellphoneS
67,MSI,Laptop MSi Gaming GF63 11UC 443VN,15.6,Intel Core i5,8GB,SSD: 512GB,25490000,21490000,https://cellphones.com.vn/laptop-msi-gaming-gf63-11uc-443vn.html,CellphoneS
68,HP,Laptop HP Gaming Victus 16-E0175AX 4R0U8PA,16.1,AMD Ryzen 7,8GB,SSD: 512GB,26490000,22690000,https://cellphones.com.vn/laptop-hp-victus-16-e0175ax-4r0u8pa.html,CellphoneS
69,Acer,Laptop Acer Aspire 3 A315-56-502X NX.HS5SV.00F,15.6,Intel Core i5,4GB,SSD: 256GB,13990000,13490000,https://cellphones.com.vn/laptop-acer-aspire-3-a315.html,CellphoneS
70,MSI,Laptop MSI Gaming Alpha 15 B5eek 203VN,15.6,AMD Ryzen 5,8GB,SSD: 512GB,32490000,29690000,https://cellphones.com.vn/laptop-msi-gaming-alpha-15-b5eek-203vn.html,CellphoneS
71,Asus,Laptop Asus Zenbook UX425EA KI843W,14,Intel Core i7,16GB,SSD: 512GB,30690000,27290000,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki843w.html,CellphoneS
72,Asus,Laptop Asus Vivobook Flip 14 TP470EA EC347W,14,Intel Core i5,8GB,SSD: 512GB,20090000,18590000,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea-ec347w.html,CellphoneS
73,Microsoft,Surface Pro 7 Core i5 / 8GB / 256GB Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,12.3,Intel Core i5,8GB,SSD: 256GB,29990000,24590000,https://cellphones.com.vn/surface-laptop-pro-7-core-i5-ram-8gb-ssd-256gb-12-3inch.html,CellphoneS
74,Apple,Apple MacBook Air M1 512GB 2020 I Chính hãng Apple Vi<U+1EC7>t Nam ,13.3,Apple M1,8GB,SSD: 512GB,34990000,30000000,https://cellphones.com.vn/macbook-air-2020-m1-512gb.html,CellphoneS
75,Asus,Laptop ASUS TUF Gaming F15 FX507ZC-HN124W ,15.6,Intel Core i7,8GB,SSD: 512GB,31490000,28990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zc-hn124w.html,CellphoneS
76,Lenovo,Laptop Lenovo Ideapad 1 11IGL05,11.6,Intel Pentium,4GB,SSD: 256GB,10490000,7490000,https://cellphones.com.vn/laptop-lenovo-ideapad-1-11igl05-81vt006fvn.html,CellphoneS
77,Apple,Macbook Pro 16 inch 2021 | Chính hãng Apple Vi<U+1EC7>t Nam,16.2,Apple M1 Pro,16GB,SSD: 512GB,65990000,60000000,https://cellphones.com.vn/macbook-pro-16-inch-2021.html,CellphoneS
78,Lenovo,Laptop Lenovo Thinkpad E15 Gen 2 20TD00HQVA,15.6,Intel Core i5,8GB,SSD: 256GB,20890000,18390000,https://cellphones.com.vn/laptop-lenovo-thinkpad-e15-gen-2-20td00hqva.html,CellphoneS
79,Dell,Laptop Dell Inspiron I3501-5075BLK,15.6,Intel Core i5,12GB,SSD: 256GB,19990000,15590000,https://cellphones.com.vn/laptop-dell-inspiron-i3501-5075blk.html,CellphoneS
80,Asus,Laptop Asus Gaming Tuf FX506HCB HN144W,15.6,Intel Core i5,8GB,SSD: 512GB,25990000,22390000,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506hcb-hn144w.html,CellphoneS
81,Lenovo,Laptop Lenovo Ideapad 3,15.6,Intel Core i3,4GB,HDD: 1TB,12990000,10990000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81we014mak.html,CellphoneS
82,MSI,Laptop Gaming MSI Bravo 15 B5DD-264VN,15.6,AMD Ryzen 7,8GB,SSD: 512GB,25490000,20990000,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b5dd-264vn.html,CellphoneS
83,Asus,Laptop ASUS Gaming ROG Strix G15 G513IH-HN015T,15.6,AMD Ryzen 7,8GB,SSD: 512GB,23490000,22690000,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ih-hn015t.html,CellphoneS
84,Asus,Laptop Asus Rog Strix G15 G513IE HN192W,15.6,AMD Ryzen 7,16GB,SSD: 512GB,30990000,27990000,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ie-hn192w.html,CellphoneS
85,Asus,Laptop Asus Vivobook M7400QC KM013W,14,AMD Ryzen 5,16GB,SSD: 512GB,28990000,27490000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7400qc-km013w.html,CellphoneS
86,Asus,Laptop ASUS VivoBook S433EA ,14,Intel Core i5,8GB,SSD: 512GB,19990000,17990000,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea.html,CellphoneS
87,Acer,Laptop Acer Gaming Predator Helios 300 H315-53-70U6 NH.Q7YSV.002,15.6,Intel Core i7,16GB,SSD: 128GB,43990000,34590000,https://cellphones.com.vn/laptop-acer-predator-helios-300-ram-16gb-240hz.html,CellphoneS
88,Acer,Laptop Gaming Acer Nitro 5 AN515-45-R9SC NH.QBRSV.001 ,15.6,AMD Ryzen 7,8GB,SSD: 512GB,39990000,31590000,https://cellphones.com.vn/laptop-acer-nitro-5-an515-45-r9sc.html,CellphoneS
89,Asus,Laptop ASUS Gaming TUF FX506HCB-HN139T,15.6,Intel Core i5,8GB,SSD: 512GB,25990000,22990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506hcb-hn139t.html,CellphoneS
90,Acer,Laptop Acer Aspire 5 A515-56-36UT,15.6,Intel Core i3,4GB,SSD: 128GB,14990000,11590000,https://cellphones.com.vn/laptop-acer-aspire-5-a515-56-36ut.html,CellphoneS
91,HP,Laptop HP 15 Z-EF2000 2J4V7AV Nh<U+1EAD>p kh<U+1EA9>u chính hãng,15.6,AMD Ryzen 5,8GB,SSD: 256GB,18990000,14490000,https://cellphones.com.vn/laptop-hp-15-z-ef2000-2j4v7av.html,CellphoneS
92,Asus,Laptop Asus Rog Zenphyrus M16 GU603ZW K8021W,16,Intel Core i9,32GB,SSD: 1TB,75990000,71990000,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu603zw-k8021w.html,CellphoneS
93,Lenovo,Laptop Lenovo Yoga Slim 7 14ITL05 ,14,Intel Core i5,8GB,SSD: 512GB,23990000,21490000,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7.html,CellphoneS
94,MSI,Laptop MSI Modern A5M 239VN,15.6,AMD Ryzen 7,8GB,SSD: 512GB,20990000,17990000,https://cellphones.com.vn/laptop-msi-modern-15-a5m-239vn.html,CellphoneS
95,HP,Laptop HP 15-EF2126WM 4J771UA,15.6,AMD Ryzen 5,8GB,SSD: 256GB,17990000,14990000,https://cellphones.com.vn/laptop-hp-15-ef2126wm-4j771ua.html,CellphoneS
96,Dell,Laptop Dell Vostro 3510 V5I3305W,15.6,Intel Core i3,8GB,SSD: 256GB,16990000,14790000,https://cellphones.com.vn/laptop-dell-vostro-3510-v5i3305w.html,CellphoneS
97,Dell,Laptop Dell Latitude 3520 70251603 ,15.6,Intel Core i3,4GB,SSD: 256GB,15890000,13990000,https://cellphones.com.vn/laptop-dell-latitude-3520-70251603.html,CellphoneS
98,Asus,Laptop ASUS VivoBook A515EA-BQ1530T ,15.6,Intel Core i3,4GB,SSD: 512GB,15390000,14290000,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1530t.html,CellphoneS
99,Dell,Laptop Dell Alienware M15 R6 P109F001ABL,15.6,Intel Core i7,32GB,SSD: 1TB,64990000,58990000,https://cellphones.com.vn/laptop-dell-alienware-m15-r6-p109f001abl.html,CellphoneS
100,Fujitsu,Laptop Fujitsu CH9C13A1 4ZR1G97615,13.3,Intel Core i5,8GB,SSD: 512GB,23990000,20490000,https://cellphones.com.vn/laptop-fujitsu-ch-9c13a1-4zr1g97615.html,CellphoneS
101,Apple,Apple MacBook Pro 13 Touch Bar M1 512GB 2020 I Chính hãng Apple Vi<U+1EC7>t Nam ,13.3,Apple M1,8GB,SSD: 512GB,41990000,36000000,https://cellphones.com.vn/macbook-pro-2020-13-inch-touch-bar-m1-512gb.html,CellphoneS
102,HP,Laptop HP 240 G8 519A7PA,14,Intel Core i3,4GB,SSD: 256GB,12690000,11990000,https://cellphones.com.vn/laptop-hp-240-g8-519a7pa.html,CellphoneS
103,Apple,Apple MacBook Air M1 16GB 512GB 2020 I Chính hãng Apple Vi<U+1EC7>t Nam ,13.3,Apple M1,16GB,SSD: 512GB,40990000,36500000,https://cellphones.com.vn/macbook-air-2020-m1-16gb-512gb.html,CellphoneS
104,Asus,Laptop ASUS VivoBook X515EP-EJ268T,15.6,Intel Core i5,8GB,SSD: 512GB,18690000,17590000,https://cellphones.com.vn/laptop-asus-vivobook-x515ep-ej268t.html,CellphoneS
105,MSI,Laptop MSI Gaming GF63 11UC-441VN,15.6,Intel Core i7,8GB,SSD: 512GB,28490000,23990000,https://cellphones.com.vn/laptop-msi-katana-gf76-11uc-441vn.html,CellphoneS
106,Microsoft,Surface Laptop 3 Core i5 / 8GB / 128 GB / 13.5 inches Chính Hãng,13.5,Intel Core i5,8GB,SSD: 128GB,26990000,24490000,https://cellphones.com.vn/surface-laptop-3-core-i5-ram-8gb-ssd-128gb-13-5inch.html,CellphoneS
107,Asus,Laptop Asus Vivobook A415 EB1750W,14,Intel Core i3,8GB,SSD: 256GB,15390000,13190000,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb1750w.html,CellphoneS
108,Asus,Laptop Asus Rog Strix G15 G513RC HN038W,15.6,AMD Ryzen 7,8GB,SSD: 512GB,30990000,29490000,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513rc-hn038w.html,CellphoneS
109,Dell,Laptop Dell Vostro 3400 70253900 ,14,Intel Core i5,8GB,SSD: 256GB,19990000,16990000,https://cellphones.com.vn/laptop-dell-vostro-3400-70253900.html,CellphoneS
110,Microsoft,Surface Pro 8 Core i5 / 8GB / 256GB Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng ,13,Intel Core i5,8GB,SSD: 256GB,39900000,30990000,https://cellphones.com.vn/surface-laptop-pro-8-core-i5-ram-8gb-ssd-256gb.html,CellphoneS
111,Asus,Laptop ASUS Vivobook S533EA ,15.6,Intel Core i5,8GB,SSD: 512GB,20590000,17990000,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533ea-bn293t.html,CellphoneS
112,Lenovo,Laptop Lenovo ideapad 3 14ITL6 82H700VLVN,14,Intel Core i5,8GB,SSD: 512GB,18190000,15290000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-82h700vlvn.html,CellphoneS
113,Gigabyte,Laptop Gigabyte G5 GD-51S1123SO ,15.6,Intel Core i5,16GB,SSD: 512GB,25490000,23990000,https://cellphones.com.vn/laptop-gigabyte-g5-gd-51s1123so.html,CellphoneS
114,MSI,Laptop MSI Prestige 14 EVO A11M-206VN,14,Intel Core i5,8GB,SSD: 512GB,25990000,22190000,https://cellphones.com.vn/laptop-msi-prestige-14-evo-206vn.html,CellphoneS
115,MSI,Laptop MSI Modern 14 B11SBU-668VN,14,Intel Core i5,8GB,SSD: 512GB,22490000,20290000,https://cellphones.com.vn/laptop-msi-modern-14-14-b11sbu-668vn.html,CellphoneS
116,Microsoft,Surface Laptop Go 12.4 Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,12.4,Intel Core i5,4GB,SSD: 64GB,16990000,14690000,https://cellphones.com.vn/surface-laptop-go-21k-00019.html,CellphoneS
117,Dell,Laptop Dell Vostro 3400 70253899,14,Intel Core i3,8GB,SSD: 256GB,15690000,13990000,https://cellphones.com.vn/laptop-dell-vostro-3400-70253899.html,CellphoneS
118,Lenovo,Laptop Lenovo Yoga Slim 7I 14ITL5 ,14,Intel Core i7,8GB,SSD: 512GB,27990000,24490000,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7i-14itl5-82a300a6vn.html,CellphoneS
119,Lenovo,Laptop Lenovo ThinkBook 15 G2 ITL 20VE00UQVN,15.6,Intel Core i7,8GB,SSD: 512GB,24790000,21690000,https://cellphones.com.vn/laptop-lenovo-thinkbook-15-g2-itl-20ve00uqvn.html,CellphoneS
120,Acer,Laptop Gaming Acer Nitro 5 Eagle AN515-57-5669 NH.QEHSV.001,15.6,Intel Core i5,8GB,SSD: 512GB,23990000,21990000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-eagle-an515-57-5669.html,CellphoneS
